t,W1L,W2R,W3B,M1L,M2L,M3L,M4L,M5L,M6L,M1R,M2R,M3R,M4R,M5R,M6R
2.536,0,0,0,0,0,0,0,0,0,0,0,0,0,-14581,14689
2.544,0,0,0,0,0,0,0,0,0,0,0,0,0,-14613,14721
2.552,0,0,0,0,0,0,0,0,0,0,0,0,0,-14644,14753
2.56,0,0,0,0,0,0,0,0,0,0,0,0,0,-14675,14784
2.568,0,0,0,0,0,0,0,0,0,0,0,0,0,-14706,14815
2.576,0,0,0,0,0,0,0,0,0,0,0,0,0,-14736,14845
2.584,0,0,0,0,0,0,0,0,0,0,0,0,0,-14766,14875
2.592,0,0,0,0,0,0,0,0,0,0,0,0,0,-14795,14905
2.6,0,0,0,0,0,0,0,0,0,0,0,0,0,-14823,14933
2.608,0,0,0,0,0,0,0,0,0,0,0,0,0,-14852,14962
2.616,0,0,0,0,0,0,0,0,0,0,0,0,0,-14879,14990
2.624,0,0,0,0,0,0,0,0,0,0,0,0,0,-14906,15017
2.632,0,0,0,0,0,0,0,0,0,0,0,0,0,-14933,15044
2.64,0,0,0,0,0,0,0,0,0,0,0,0,0,-14959,15070
2.648,0,0,0,0,0,0,0,0,0,0,0,0,0,-14985,15096
2.656,0,0,0,0,0,0,0,0,0,0,0,0,0,-15010,15121
2.664,0,0,0,0,0,0,0,0,0,0,0,0,0,-15035,15146
2.672,0,0,0,0,0,0,0,0,0,0,0,0,0,-15059,15170
2.68,0,0,0,0,0,0,0,0,0,0,0,0,0,-15082,15194
2.688,0,0,0,0,0,0,0,0,0,0,0,0,0,-15105,15217
2.696,0,0,0,0,0,0,0,0,0,0,0,0,0,-15128,15240
2.704,0,0,0,0,0,0,0,0,0,0,0,0,0,-15150,15262
2.712,0,0,0,0,0,0,0,0,0,0,0,0,0,-15171,15284
2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,-15192,15305
2.728,0,0,0,0,0,0,0,0,0,0,0,0,0,-15212,15325
2.736,0,0,0,0,0,0,0,0,0,0,0,0,0,-15232,15345
2.744,0,0,0,0,0,0,0,0,0,0,0,0,0,-15252,15365
2.752,0,0,0,0,0,0,0,0,0,0,0,0,0,-15270,15384
2.76,0,0,0,0,0,0,0,0,0,0,0,0,0,-15288,15402
2.768,0,0,0,0,0,0,0,0,0,0,0,0,0,-15306,15420
2.776,0,0,0,0,0,0,0,0,0,0,0,0,0,-15323,15437
2.784,0,0,0,0,0,0,0,0,0,0,0,0,0,-15339,15453
2.792,0,0,0,0,0,0,0,0,0,0,0,0,0,-15355,15469
2.8,0,0,0,0,0,0,0,0,0,0,0,0,0,-15370,15485
2.808,0,0,0,0,0,0,0,0,0,0,0,0,0,-15385,15499
2.816,0,0,0,0,0,0,0,0,0,0,0,0,0,-15399,15514
2.824,0,0,0,0,0,0,0,0,0,0,0,0,0,-15413,15527
2.832,0,0,0,0,0,0,0,0,0,0,0,0,0,-15426,15540
2.84,0,0,0,0,0,0,0,0,0,0,0,0,0,-15438,15553
2.848,0,0,0,0,0,0,0,0,0,0,0,0,0,-15450,15564
2.856,0,0,0,0,0,0,0,0,0,0,0,0,0,-15461,15576
2.864,0,0,0,0,0,0,0,0,0,0,0,0,0,-15471,15586
2.872,0,0,0,0,0,0,0,0,0,0,0,0,0,-15481,15596
